t,y
1588,11.324042078445306
1589,11.31497844859959
1590,11.306174385733796
1591,11.297229484048222
1592,11.288942041204486
1593,11.280776113930296
1594,11.272996681923944
1595,11.26540183656335
1596,11.258123244809033
1597,11.252620633930283
1598,11.24662301296503
1599,11.240000777759954
1600,11.23355543963876
1601,11.22788384360734
1602,11.22304729487025
1603,11.21771131053652
1604,11.21347392991445
1605,11.208733132473485
1606,11.20555211019054
1607,11.202658011855263
1608,11.19931801770472
1609,11.196133110466477
1610,11.193899619170825
1611,11.191415182506102
1612,11.187884108640562
1613,11.185572536918347
1614,11.18301053875721
1615,11.180664904312401
1616,11.178069069834642
1617,11.176952308588435
1618,11.181889604617517
1619,11.185000036566283
1620,11.189285838033756
1621,11.192945142494851
1622,11.198440634223896
1623,11.203899609592606
1624,11.209056525244096
1625,11.214444960293497
1626,11.218867339589638
1627,11.22073536705662
1628,11.222391642496016
1629,11.223837572981102
1630,11.225273895586744
1631,11.226833567042151
1632,11.22818353553867
1633,11.230587676618077
1634,11.23271005707307
1635,11.234818334810019
1636,11.236314585932524
1637,11.237335770073349
1638,11.235958098835734
1639,11.234988260151272
1640,11.23395841943958
1641,11.232603189961488
1642,11.232918124479706
1643,11.23429410786365
1644,11.235660948181941
1645,11.237417384170428
1646,11.240557521857355
1647,11.243743240443512
1648,11.245711757213241
1649,11.24726851589682
1650,11.248748484029766
1651,11.250351510730175
1652,11.251810993182643
1653,11.256450198741312
1654,11.260792792955003
1655,11.265106531786758
1656,11.270056069468392
1657,11.272979331549113
1658,11.275816723109552
1659,11.278103691152317
1660,11.279843893150709
1661,11.280110715277525
1662,11.281438903758982
1663,11.286014130612141
1664,11.289429371068373
1665,11.292821918208835
1666,11.294264983603943
1667,11.2931070594697
1668,11.293285752751341
1669,11.293396812506733
1670,11.292842672762708
1671,11.293023122739749
1672,11.293069481396804
1673,11.29271685520593
1674,11.293031033396769
1675,11.293210231721497
1676,11.29232510147272
1677,11.291047175994862
1678,11.28984418805579
1679,11.289380100683825
1680,11.28938421967248
1681,11.288258727842504
1682,11.287074268486789
1683,11.286030571651166
1684,11.28599050087414
1685,11.28641581878567
1686,11.28723698692401
1687,11.288451374951903
1688,11.290587938363787
1689,11.291447830245119
1690,11.293498037000829
1691,11.296199081043317
1692,11.29948019168758
1693,11.302606608351955
1694,11.306044481016063
1695,11.309858186134221
1696,11.315772822373551
1697,11.320917251808247
1698,11.32562882222444
1699,11.327850584390145
1700,11.330057583662036
1701,11.332117026191955
1702,11.334428568263448
1703,11.336924088776254
1704,11.33873856780025
1705,11.340208760446185
1706,11.342067859824976
1707,11.343582376392789
1708,11.343691464830474
1709,11.343866274343213
1710,11.343907030451684
1711,11.344279745357625
1712,11.34544733469848
1713,11.346474273976078
1714,11.347826619122687
1715,11.34870485707661
1716,11.349643705333866
1717,11.351174328297004
1718,11.352030321911753
1719,11.352947073624222
1720,11.354522192621292
1721,11.358013775838586
1722,11.361415712816878
1723,11.364728599232274
1724,11.3680194726629
1725,11.371354925236199
1726,11.373206406157248
1727,11.37391600523571
1728,11.373026189056894
1729,11.371145597823658
1730,11.369144610791444
1731,11.368419390372518
1732,11.368429892863604
1733,11.3688390004944
1734,11.368580931584019
1735,11.367992348387888
1736,11.36747412192564
1737,11.366494218264862
1738,11.366583958511956
1739,11.366606656671479
1740,11.366894987176876
1741,11.367314293405357
1742,11.368793946034248
1743,11.368336839296052
1744,11.367882769866325
1745,11.367564609106454
1746,11.366650550498132
1747,11.36607479429544
1748,11.365901538342758
1749,11.365795879368639
1750,11.366621162994136
1751,11.368304757646642
1752,11.370442285648235
1753,11.372964285013534
1754,11.376133984001969
1755,11.37994707885494
1756,11.384067065761268
1757,11.387694556804322
1758,11.390500595849137
1759,11.394085338445576
1760,11.397712707486642
1761,11.401382419734624
1762,11.403698833951951
1763,11.405999856469835
1764,11.408684263772106
1765,11.412413965375288
1766,11.41565376466098
1767,11.418473362561876
1768,11.421672899435332
1769,11.425449187767438
1770,11.429001047060826
1771,11.43578514383091
1772,11.44578000093867
1773,11.456705131127599
1774,11.467491222356747
1775,11.478803655146788
1776,11.48744954037287
1777,11.49690177059291
1778,11.506424085710785
1779,11.515418009168394
1780,11.525880421426738
1781,11.535010847747113
1782,11.542751693079403
1783,11.550906222992872
1784,11.557810547775638
1785,11.564137430949959
1786,11.572016969605995
1787,11.579777706191596
1788,11.588882233856658
1789,11.597726928652614
1790,11.605449724032178
1791,11.611858737777032
1792,11.616364688986032
1793,11.6205084718808
1794,11.624558275373472
1795,11.627983159086634
1796,11.631451731411229
1797,11.635495266846625
1798,11.639445489004798
1799,11.642106997233732
1800,11.644219256076878
1801,11.646516816570406
1802,11.649330675379966
1803,11.652059391644423
1804,11.65430485762461
1805,11.656336066654406
1806,11.658021551244044
1807,11.659430054179353
1808,11.660762752612019
1809,11.661355694563715
1810,11.662874934561204
1811,11.6645834165114
1812,11.666147655173711
1813,11.667435717877858
1814,11.669512568584718
1815,11.67104405504826
1816,11.674027167501723
1817,11.67705690393901
1818,11.681794093181798
1819,11.686566251284592
1820,11.691373145893538
1821,11.696214546198709
1822,11.699561975612635
1823,11.703418726998837
1824,11.706984069738345
1825,11.710857949887085
1826,11.714905426279525
1827,11.719058899911591
1828,11.723384111994239
1829,11.728345040026097
1830,11.734136796468752
1831,11.738959831887662
1832,11.744016602290538
1833,11.74784375337147
1834,11.751977702168002
1835,11.756217073610049
1836,11.760561167205605
1837,11.765009287117254
1838,11.768231832139202
1839,11.771100737210839
1840,11.774149916096508
1841,11.77731172545396
1842,11.779322952564131
1843,11.779261005749728
1844,11.776408760084443
1845,11.767728263697204
1846,11.76036790972986
1847,11.753322244134303
1848,11.746921403324142
1849,11.741028211736301
1850,11.734576168636424
1851,11.728765005890681
1852,11.722992455858574
1853,11.716593807278302
1854,11.71090212967656
1855,11.707374525754538
1856,11.703073015694956
1857,11.69913231464805
1858,11.696015143401112
1859,11.693383802635225
1860,11.68983970961641
1861,11.685854047399854
1862,11.682625768184927
1863,11.67948538495495
1864,11.673973832056433
1865,11.669761364565227
1866,11.665709778004775
1867,11.661485776165907
1868,11.659216758827009
1869,11.655633909323882
1870,11.649815721397164
1871,11.644634201756553
1872,11.63882265672719
1873,11.63218593627008
1874,11.62599198654721
1875,11.618576729767904
1876,11.610679180734268
1877,11.601372308101551
1878,11.590333249120798
1879,11.58036422126046
1880,11.568800297711634
1881,11.558775010669885
1882,11.549414346077867
1883,11.540647442373498
1884,11.532005236347132
1885,11.523686235675784
1886,11.51455872077382
1887,11.505093181762286
1888,11.496421436636478
1889,11.487475084430757
1890,11.479451967115947
1891,11.471216378287929
1892,11.462769729730518
1893,11.454445650858348
1894,11.445512427836007
1895,11.437568797757661
1896,11.429212831831768
1897,11.42077949683959
1898,11.412667979235854
1899,11.40401235055901
1900,11.39488267159056
1901,11.38607943688598
1902,11.377268250411062
1903,11.36851561038893
1904,11.361681598632313
1905,11.354826550484246
1906,11.349877521860696
1907,11.345094268112454
1908,11.339213225487502
1909,11.332906142129886
1910,11.326973193445056
1911,11.321013221200566
1912,11.314494841946113
1913,11.308285555932798
1914,11.301585964882605
1915,11.29479799889778
1916,11.288320917418039
1917,11.282086209377358
1918,11.276291600412462
1919,11.27000393110837
1920,11.262495578612338
1921,11.255900905520384
1922,11.249350051093819
1923,11.243374287075738
1924,11.238634245848967
1925,11.234191481522066
1926,11.230309800252746
1927,11.226653247095292
1928,11.22315388081297
1929,11.219279094122315
1930,11.215629389719037
1931,11.211605263849082
1932,11.208072993958108
1933,11.203899740908914
1934,11.199089763757682
1935,11.194776864188624
1936,11.189163714950304
1937,11.184252316034161
