y,t,y_smooth,return,rolling_vol,vol_label,E_t
11.49,1651,10.995991981084098,0.0009080119049018531,0.0009892174130991618,0.0009882638641286264,0
11.47,1652,11.005378278488374,0.0008532466717296031,0.0009899776165181655,0.0009892174130991618,0
11.95,1653,11.024083659112367,0.0016982153420182172,0.0009977136892058826,0.0009899776165181655,0
11.91,1654,11.041626556951726,0.0015900599947801565,0.0010039752412216202,0.0009977136892058826,0
11.91,1655,11.058822070675454,0.0015561238129957685,0.001009544874442989,0.0010039752412216202,0
12.01,1656,11.077657277196733,0.0017017350203431612,0.0010165841119663794,0.001009544874442989,0
11.71,1657,11.090178915272046,0.0011297123723148592,0.0010181364942413696,0.0010165841119663794,0
11.7,1658,11.102254580316165,0.0010882687775826882,0.0010192393266453457,0.0010181364942413696,0
11.62,1659,11.11250696486436,0.0009230245623155287,0.0010182470587106766,0.0010192393266453457,0
11.54,1660,11.120972173480908,0.0007614830745043007,0.0010166814108321736,0.0010182470587106766,0
11.32,1661,11.124913318560496,0.0003543257581030912,0.0010148916755602718,0.0010166814108321736,0
11.48,1662,11.131944737994942,0.0006318429717713406,0.0010138600066749168,0.0010148916755602718,0
11.97,1663,11.148539891698013,0.00148965851037091,0.0010174680820803394,0.0010138600066749168,0
11.8,1664,11.161440091862406,0.001156451203596204,0.0010188925088791437,0.0010174680820803394,0
11.8,1665,11.174084842518596,0.0011322547416475807,0.0010199147089257716,0.0010188925088791437,0
11.51,1666,11.180736627815257,0.0005951096949533887,0.0010190393104402035,0.0010199147089257716,0
11.12,1667,11.179533922313965,-0.00010757521915989692,0.001020955341224758,0.0010190393104402035,0
11.32,1668,11.182315428802799,0.00024877249278488047,0.0010214139435371333,0.001020955341224758,0
11.31,1669,11.184843836153238,0.00022608211720205067,0.0010219449975400901,0.0010214139435371333,0
11.21,1670,11.18534197801159,4.453622894085209e-05,0.0010231756716091052,0.0010219449975400901,0
11.32,1671,11.18800847349651,0.00023836353909764002,0.001023204714716002,0.0010231756716091052,0
11.3,1672,11.190226127486676,0.00019819740359047818,0.001023404683017619,0.001023204714716002,0
11.24,1673,11.191211748724564,8.807488097732879e-05,0.0010243182175981246,0.001023404683017619,0
11.34,1674,11.19415805073002,0.0002632346080375782,0.0010234637310787239,0.0010243182175981246,0
11.32,1675,11.196649970517544,0.0002225841778867148,0.0010237744034114324,0.0010234637310787239,0
11.16,1676,11.195924228527097,-6.481988039879646e-05,0.0010238161320930313,0.0010237744034114324,0
11.1,1677,11.194024738853294,-0.0001696734263331707,0.0010242020783665924,0.0010238161320930313,0
11.11,1678,11.192360882638377,-0.0001486489374490607,0.0010194741838063716,0.0010242020783665924,0
11.22,1679,11.192908191893064,4.889905526474104e-05,0.0010090530353117984,0.0010194741838063716,0
11.29,1680,11.194830801954588,0.00017175562630768594,0.0009930130644771155,0.0010090530353117984,0
11.12,1681,11.193349003896081,-0.00013237324994885827,0.0009742213297565905,0.0009930130644771155,0
11.11,1682,11.191698528571406,-0.00014746230270646418,0.000950437186984097,0.0009742213297565905,0
11.13,1683,11.190476775530387,-0.00010917196614111106,0.0009257621589634312,0.000950437186984097,0
11.28,1684,11.192249512648596,0.0001584022517266864,0.0009053410037523799,0.0009257621589634312,0
11.35,1685,11.195373284675357,0.00027906241545279245,0.0008796768719964723,0.0009053410037523799,0
11.41,1686,11.19962331864218,0.0003795521020275607,0.0008582145687170242,0.0008796768719964723,0
11.47,1687,11.204977312332433,0.00047793699877575165,0.0008422767898230812,0.0008582145687170242,0
